quality,fix.acid,vol.acid,citric.acid,lresid.sugar,lchlorides,lfree.so2,ltotal.so2,density,pH,sulphates,alcohol,color
5.7,12.9,0.5,0.55,1.0296194172,-2.63108916,1.9459101491,3.1780538303,1.00012,3.09,0.68,10.9,red
4.5,8.9,0.13,0.49,0,-3.5755507688,1.7917594692,3.1780538303,0.9926,2.91,0.32,9.9,white
6.3,6,0.26,0.24,0.2623642645,-2.9374633654,4.189654742,5.0106352941,0.9924,3.21,0.62,10.4,white
4.9,6.1,0.43,0.35,2.2082744135,-2.8302178351,4.4188406078,5.5174528965,0.9971,3.37,0.5,8.5,white
4.9,5.9,0.22,0.18,1.8562979904,-3.1941832123,3.3322045102,4.7874917428,0.99403,3.27,0.5,9.9,white
5.4,8.6,0.27,0.46,1.8082887712,-3.4420193762,2.5649493575,3.7135720667,0.993,2.89,0.34,10.9,white
5.1,8.2,0.4,0.48,2.6173958328,-3.1700856607,4.0775374439,5.1298987149,0.9986,3.1,0.52,9.4,white
5,7.2,0.27,0.74,2.5257286443,-3.2968373663,3.8501476017,5.0498560072,0.9981,3.04,0.44,8.7,white
4.7,7.4,0.61,0.01,0.6931471806,-2.6036901858,2.5649493575,3.6375861597,0.99748,3.48,0.65,9.8,red
5.6,6.7,0.3,0.45,2.3608540011,-3.4420193762,4.0253516907,5.3565862747,0.997,3.22,0.59,9.5,white
5.3,7.1,0.26,0.3,0.6931471806,-3.4737680745,2.5649493575,4.8520302639,0.9917,3.19,0.49,11.4,white
4.8,7.3,0.58,0.3,0.8754687374,-2.6036901858,2.7080502011,4.0073331852,0.9968,3.46,0.59,10.2,red
5.1,8.1,0.5,0.47,0.0953101798,-3.2968373663,3.1354942159,4.836281907,0.9938,3.21,0.42,10.9,white
6.1,6.9,0.33,0.21,0,-2.9374633654,3.6635616461,4.9972122738,0.9927,3.12,0.45,9.4,white
6.9,7.8,0.32,0.33,0.8754687374,-3.2968373663,2.8903717579,4.6151205168,0.9912,3.21,0.65,11.7,white
7.2,9.2,0.25,0.34,0.1823215568,-3.649658741,3.4339872045,4.5325994932,0.9916,2.93,0.37,11.3,white
4.9,7.2,0.16,0.26,1.960094784,-2.9187712324,3.7135720667,5.4116460519,0.9966,3.38,0.55,10.1,white
5.6,6.3,0.17,0.32,1.4350845253,-3.2188758249,3.6109179126,4.7621739348,0.99182,3.24,0.43,11.3,white
6.4,6.6,0.21,0.49,2.8986705607,-3.1700856607,3.7135720667,5.062595033,0.9997,3.28,0.39,8.7,white
5.1,9,0.47,0.31,0.993251773,-2.4769384801,3.1780538303,4.8283137373,0.9984,3.31,0.61,9.4,red
5.8,9.2,0.27,0.34,2.3513752572,-3.1465551633,3.8918202981,5.429345629,0.9974,3.04,0.41,10.4,white
5.6,5.5,0.16,0.22,1.5040773968,-3.5065578973,3.4011973817,4.6249728133,0.9938,3.24,0.36,9.4,white
7.2,10.2,0.29,0.49,0.955511445,-2.8302178351,1.6094379124,2.5649493575,0.9976,3.05,0.74,10.5,red
5.9,6.8,0.18,0.28,2.1400661635,-3.0576076773,3.9512437186,5.4889377262,0.9952,3.22,0.53,10.5,white
5.7,7.1,0.23,0.23,1.2527629685,-3.2701691193,3.1354942159,4.7184988713,0.99157,3.05,0.37,11.36666667,white
6.7,8.6,0.2,0.42,0.4054651081,-3.1941832123,3.5553480615,4.8283137373,0.9925,3.11,0.49,11.4,white
5.7,6.1,0.15,0.29,1.8245492921,-3.0791138825,3.6635616461,5.0172798368,0.99471,3.6,0.44,10.6,white
6.6,7.7,0.44,0.24,2.4159137783,-3.4737680745,3.7135720667,5.1179938124,0.9948,3.12,0.43,11.3,white
7.1,7.2,0.26,0.3,0.7419373447,-3.4112477175,3.9120230054,5.062595033,0.9909,3.33,0.43,12.1,white
6.1,6.5,0.2,0.31,0.7419373447,-3.4112477175,3.4657359028,4.5538768916,0.989435,2.96,0.61,12,white
5.3,6.5,0.25,0.45,2.0541237337,-3.0365542681,3.9512437186,5.2364419628,0.99576,3.2,0.53,9.1,white
5.6,7.4,0.18,0.36,2.5726122302,-2.8824035882,4.276666119,5.0937502008,1,3.42,0.35,9.1,white
5.3,8.5,0.24,0.47,2.7212954279,-2.8647040111,3.6888794541,5.4553211154,1.0005,3.02,0.66,9,white
5.7,8.2,0.2,0.43,0.9162907319,-2.5770219387,3.4339872045,3.9318256327,0.99672,3.53,0.81,10.4,red
5.9,8.3,0.14,0.45,0.4054651081,-3.2441936329,2.8903717579,4.5849674787,0.99215,3.02,0.56,11,white
6.2,7.3,0.21,0.21,0.4700036292,-3.0791138825,3.5553480615,4.8903491282,0.99466,3.38,0.46,10,white
5.1,6.1,0.28,0.32,0.9162907319,-3.1700856607,3.1354942159,5.3867860145,0.9935,3.27,0.6,9.8,white
5.2,9.3,0.715,0.24,0.7419373447,-2.6592600369,1.6094379124,2.9957322736,0.9966,3.12,0.59,9.9,red
5.5,7.4,0.785,0.19,1.6486586256,-2.3644604967,2.9444389792,4.5849674787,0.99713,3.16,0.52,9.6,red
6.2,7.4,0.27,0.48,0.0953101798,-3.0576076773,2.8332133441,4.8828019226,0.9914,3.19,0.49,11.6,white
7.4,7,0.31,0.31,2.2082744135,-3.3242363405,3.8066624898,4.9416424226,0.99216,2.98,0.31,12,white
5.3,6.1,0.17,0.42,2.7146947438,-3.4112477175,3.3322045102,4.8202815656,0.99684,2.87,0.47,9.5,white
5.2,7.6,0.285,0.32,2.6810215287,-2.7646205526,3.4657359028,5.3033049081,0.998,3,0.45,9.2,white
5.9,6.4,0.225,0.48,0.7884573604,-2.1628231506,3.36729583,4.6443908991,0.9918,3.24,0.58,12.1,white
4.5,7.2,0.39,0.62,2.3978952728,-3.0576076773,4.189654742,5.1817835503,0.9976,3.16,0.5,8.7,white
6.4,6.8,0.64,0.03,0.8329091229,-2.5902671654,2.6390573296,3.4339872045,0.99545,3.36,0.58,10.4,red
5,7.4,0.27,0.26,2.4680995315,-2.9374633654,4.0073331852,5.1532915945,0.99699,3.11,0.6,9.8,white
6.4,7,0.36,0.21,0.8329091229,-2.4534079827,2.9957322736,4.1743872699,0.99558,3.4,0.54,10.1,red
5.8,7.3,0.3,0.42,1.9947003132,-3.6888794541,3.9318256327,5.1647859739,0.9928,3.04,0.32,11.4,white
4.7,6.6,0.37,0.07,0.3364722366,-3.0365542681,4.0604430105,4.9698132996,0.9922,3.17,0.38,10,white
4.7,7.6,0.18,0.36,0.8754687374,-3.0159349809,3.6375861597,4.8121843554,0.996,3.6,0.46,10.3,white
6,7.1,0.55,0.13,0.5306282511,-2.6172958378,3.0445224377,5.1059454739,0.994,2.97,0.58,9.2,white
7.3,7.6,0.4,0.27,1.6486586256,-3.5065578973,3.4657359028,4.6151205168,0.99172,3.22,0.62,12.3,white
6.1,7.2,0.53,0.14,0.7419373447,-2.7488721956,2.7080502011,3.36729583,0.99323,3.35,0.61,12.1,red
6.9,9.9,0.35,0.38,0.4054651081,-2.8473122684,3.4339872045,3.8501476017,0.99676,3.26,0.82,10.6,red
5,6.7,0.47,0.34,2.1860512767,-3.1465551633,3.4339872045,5.1474944768,0.9964,3.22,0.6,9.2,white
7.3,6.9,0.19,0.4,0.3364722366,-3.3242363405,2.6390573296,4.0073331852,0.9909,3.08,0.68,11.5,white
7.2,7.8,0.15,0.34,0.0953101798,-3.3524072175,3.4339872045,4.5325994932,0.99096,3.07,0.72,11.3,white
6.5,7.1,0.22,0.32,2.8273136219,-2.8824035882,3.8918202981,5.062595033,0.9998,3.37,0.38,9.6,white
7.2,6.8,0.475,0.33,1.3737155789,-3.0576076773,2.7725887222,4.3944491547,0.98988,3.23,0.53,13.4,white
5.5,13.8,0.49,0.67,1.0986122887,-2.3751557858,1.7917594692,2.7080502011,0.9986,3.02,0.93,12,red
6,9.7,0.295,0.4,0.4054651081,-2.6172958378,2.6390573296,3.0445224377,0.99556,3.14,0.51,10.9,red
5.9,6.7,0.2,0.24,1.8718021769,-3.1235656451,3.3322045102,4.605170186,0.99348,3.12,0.33,10.2,white
4.6,7,0.44,0.24,2.4932054526,-2.8824035882,4.2195077052,5.3471075307,0.99718,3.05,0.5,9.5,white
5.6,6.6,0.2,0.14,1.4816045409,-1.6928195214,3.5553480615,5.1239639794,0.99396,2.93,0.45,9.4,white
7.1,7.5,0.21,0.32,1.5686159179,-2.8824035882,3.6635616461,4.7273878187,0.99393,3.11,0.52,10.2,white
5.6,8,0.25,0.27,2.2721258855,-3.3242363405,2.7080502011,4.4426512565,0.99406,2.99,0.36,11.2,white
6.2,6.9,0.44,0,0.3364722366,-2.6592600369,3.4657359028,3.6375861597,0.99438,3.32,0.58,11.4,red
6.5,7,0.23,0.33,0,-3.1465551633,3.8286413965,4.7004803658,0.99118,3.04,0.65,10.8,white
5.8,7,0.21,0.37,1.974081026,-3.1700856607,3.5835189385,5.1179938124,0.9958,3.26,0.56,9.8,white
7.2,7.4,0.19,0.49,2.2300144002,-3.5065578973,3.258096538,4.8828019226,0.994,2.99,0.32,11,white
4.5,6,0.23,0.15,2.2721258855,-3.0365542681,4.6151205168,5.3327187933,0.99571,3.05,0.3,9.1,white
5.9,6.4,0.24,0.49,1.7578579176,-2.9374633654,3.2188758249,4.7874917428,0.9942,3.01,0.98,10.5,white
6.4,6.5,0.23,0.45,0.7419373447,-3.611918413,3.7612001157,4.6443908991,0.99054,3.02,0.52,11.3,white
5.3,7.2,0.34,0.3,2.1282317058,-2.9759296463,3.6888794541,5.1179938124,0.99756,3.48,0.62,9.7,white
6.5,5.9,0.44,0,0.4700036292,-3.1700856607,1.0986122887,2.3978952728,0.9944,3.48,0.85,11.7,red
4.6,7.7,0.32,0.61,2.4680995315,-3.1941832123,4.189654742,5.2364419628,0.99794,3,0.54,9.3,white
5.4,7.3,0.365,0.49,0.9162907319,-2.4304184645,3.6635616461,4.6634390941,0.9966,3.36,0.78,11,red
5.2,6.6,0.24,0.35,2.0412203289,-3.4737680745,3.5835189385,4.9052747784,0.9938,3.19,0.37,10.5,white
4.6,6.6,0.33,0.24,2.7757088496,-3.1010927892,3.4339872045,4.9904325868,0.99822,3.08,0.52,9.2,white
7,5.6,0.41,0.24,0.6418538862,-3.3813947544,2.302585093,3.9702919136,0.98815,3.32,0.5,13.5,white
4.8,7.4,0.44,0.2,2.4423470354,-3.0159349809,3.7841896339,5.0562458053,0.998,3.27,0.44,9,white
5.8,9.6,0.655,0.21,0.6931471806,-3.2441936329,3.0445224377,4.7874917428,0.99188,3,1,12.6,white
6,6.4,0.42,0.46,2.1282317058,-2.9957322736,4.0604430105,5.1929568509,0.99495,3.18,0.46,9.7,white
6.5,6.8,0.17,0.74,0.8754687374,-2.9374633654,4.1108738642,5.2040066871,0.9953,3.63,0.76,10.5,white
5.5,6.7,0.48,0.49,1.064710737,-3.5065578973,3.3322045102,4.8040210447,0.98926,3.13,0.4,13,white
6.1,6.3,0.15,0.34,2.4336133554,-2.9957322736,3.2188758249,4.5643481915,0.99754,3.21,0.49,10,white
7.5,7.1,0.2,0.36,2.4510050981,-3.1700856607,3.8066624898,4.8202815656,0.997,2.92,0.59,9.5,white
6.9,6,0.31,0.27,0.8329091229,-3.1700856607,2.9444389792,4.7874917428,0.98952,3.32,0.41,12.7,white
6.2,8.5,0.37,0.32,0.5877866649,-2.718100537,3.258096538,3.9318256327,0.99456,3.38,0.72,11.8,red
6.3,6.9,0.17,0.22,1.5260563035,-2.7488721956,4.0073331852,5.0238805208,0.9952,3.29,0.37,9.3,white
6.5,6.7,0.28,0.34,2.1860512767,-3.0365542681,3.4657359028,4.7095302013,0.99455,3.25,0.54,11,white
7.2,6.4,0.29,0.32,0.8754687374,-4.2686979494,3.5263605246,4.4886363697,0.99008,3.24,0.66,12.5,white
6.2,7.9,0.27,0.27,0.5306282511,-3.3813947544,3.2188758249,4.8040210447,0.99088,2.97,0.51,11.9,white
5.8,6.6,0.18,0.28,1.1939224685,-3.1235656451,2.8903717579,4.5108595065,0.993,3.42,0.64,10.8,white
6.8,6.6,0.21,0.6,0.0953101798,-2.0024805005,4.1108738642,4.9698132996,0.9927,3.12,0.39,9.3,white
4.7,7,0.655,0.16,0.7419373447,-2.6036901858,2.0794415417,3.2188758249,0.99606,3.37,0.55,9.7,red
6.6,6.7,0.3,0.29,1.0296194172,-3.6888794541,3.6109179126,4.6728288345,0.99159,3.31,0.63,11.3,white
5.9,6.2,0.23,0.36,2.8449093838,-3.2441936329,3.6109179126,4.8675344505,0.99946,3.23,0.43,8.8,white
6.2,6.1,0.22,0.46,0.5877866649,-1.8325814637,3.5263605246,4.3040650932,0.9884,3.19,0.33,13.4,white
5.5,7.8,0.34,0.27,0.1823215568,-3.2188758249,3.2188758249,4.6634390941,0.9932,3.01,0.55,10.4,white
7.3,7.9,0.41,0.37,1.5040773968,-3.5065578973,3.6888794541,4.7361984484,0.992,3.17,0.54,12.4,white
5.2,7,0.49,0.49,1.7227665977,-2.8134107168,3.258096538,4.7957905456,0.9974,3.34,0.76,10.5,red
5,8.1,0.45,0.34,2.1162555148,-3.2968373663,3.4965075615,5.3752784077,0.9976,3.31,0.64,9.7,white
5.5,7.2,0.695,0.13,0.6931471806,-2.5770219387,2.4849066498,2.9957322736,0.99546,3.29,0.54,10.1,red
5.5,6.6,0.27,0.33,0.3364722366,-3.1700856607,3.1780538303,5.2094861528,0.99215,3.29,0.46,10.7,white
6.5,6.2,0.25,0.31,1.1631508098,-3.5065578973,3.4657359028,5.0106352941,0.99014,3.18,0.31,12,white
6,8,0.3,0.36,2.3978952728,-3.3813947544,2.0794415417,4.248495242,0.99354,3.05,0.41,12.2,white
4.7,6.4,0.3,0.33,1.6486586256,-2.9957322736,3.4011973817,4.9199809258,0.99304,3.26,0.58,11.1,white
6.2,8.3,0.28,0.45,2.0541237337,-2.8302178351,3.4657359028,4.9344739331,0.9972,3.33,0.77,11.2,white
4.8,6.6,0.45,0.43,1.974081026,-2.7488721956,3.4339872045,5.2257466737,0.9954,3.12,0.44,9.4,white
5.5,7.7,0.57,0.21,0.4054651081,-2.6736487744,1.3862943611,2.1972245773,0.99458,3.16,0.54,9.8,red
5.7,6.2,0.32,0.32,0.7884573604,-3.3242363405,2.7080502011,4.248495242,0.9899,3.16,0.48,12.7,white
5.5,7.9,0.765,0,0.6931471806,-2.4769384801,2.1972245773,3.0910424534,0.99619,3.33,0.68,10.9,red
6.4,7.7,0.43,0.25,0.955511445,-2.6172958378,3.36729583,4.1431347264,0.99615,3.37,0.58,10.5,red
6.3,8.3,0.2,0.35,-0.1053605157,-2.9957322736,2.4849066498,4.3040650932,0.992,3.13,0.38,10.5,white
6.7,6.4,0.57,0.12,0.8329091229,-2.1202635362,3.2188758249,3.5835189385,0.99519,3.47,0.71,11.3,red
5.9,8.2,0.18,0.31,2.4680995315,-3.2441936329,4.5643481915,5.5174528965,0.9976,3.07,0.52,9.5,white
7.4,5.6,0.66,0,0.7884573604,-2.4418471603,1.0986122887,2.3978952728,0.99378,3.71,0.63,12.8,red
5.8,5.2,0.24,0.15,1.960094784,-3.1465551633,3.4657359028,4.8978398,0.99378,3.24,0.48,9.9,white
6,6.1,0.25,0.48,2.76000994,-2.9565115604,3.2188758249,4.5432947823,0.99782,3.07,0.45,9.2,white
7.4,6,0.2,0.33,0.0953101798,-3.2441936329,3.8066624898,4.836281907,0.99051,3.31,0.45,11.6,white
4.5,5.7,0.24,0.47,1.8405496334,-2.6736487744,3.5553480615,5.2040066871,0.99391,3.11,0.46,9.733333333,white
5.8,6.7,0.22,0.39,0.1823215568,-3.0159349809,3.258096538,5.0238805208,0.99346,3.5,0.47,10,white
5.4,6.2,0.28,0.51,2.0668627595,-2.8824035882,3.8918202981,5.3278761688,0.9956,3.18,0.52,9.4,white
5.5,6.9,0.38,0.28,2.1162555148,-2.7806208939,3.0910424534,5.1119877884,0.99506,3.16,0.72,10.6,white
6.5,6.9,0.35,0.39,0.8754687374,-3.0365542681,3.2188758249,5.0562458053,0.99133,3.2,0.54,11.1,white
6.7,5.9,0.34,0.22,0.8754687374,-3.5065578973,2.9444389792,4.9052747784,0.9894,3.41,0.78,13.9,white
5.8,5.2,0.37,0.33,0.1823215568,-3.5755507688,2.5649493575,4.3944491547,0.9902,3.37,0.38,11.7,white
6.4,7,0.13,0.37,2.5533438113,-3.1700856607,3.5835189385,4.6539603502,0.99581,3.05,0.55,10.7,white
5.3,7.7,0.18,0.53,0.1823215568,-3.1941832123,3.7376696183,5.1179938124,0.9908,3.11,0.44,11.9,white
6.1,6.4,0.5,0.2,0.8754687374,-2.8302178351,2.9444389792,4.7184988713,0.99314,3.18,0.4,9.2,white
6.1,6.8,0.2,0.38,1.5475625087,-3.2188758249,3.295836866,4.6347289882,0.994,3.37,0.58,10.7,white
7.3,9.3,0.37,0.44,0.4700036292,-3.2701691193,3.0445224377,3.7376696183,0.99526,3.24,0.81,10.8,red
5.8,7.5,0.19,0.4,1.960094784,-2.8824035882,3.9120230054,4.7004803658,0.9954,3.06,0.52,9.9,white
4.5,8,0.64,0.22,0.8754687374,-2.3644604967,1.6094379124,3.4965075615,0.99612,3.37,0.58,11,red
5.2,8.3,0.655,0.12,0.8329091229,-2.4889146712,2.7080502011,4.7273878187,0.9966,3.17,0.66,9.8,red
5.5,8.4,0.31,0.31,-0.0512932944,-3.8632328413,3.9512437186,4.9972122738,0.99038,2.93,0.32,11.5,white
3.6,8.2,0.29,0.49,0,-3.1235656451,3.36729583,4.7706846245,0.9928,3.24,0.36,10.9,white
2.9,5.8,0.24,0.44,1.2527629685,-3.540459449,1.6094379124,4.6913478822,0.9913,3.53,0.43,11.7,white
6.1,6.7,0.66,0,2.5649493575,-3.4112477175,3.4657359028,4.3174881135,0.99551,3.15,0.5,10.7,white
6.6,7.5,0.23,0.49,2.0412203289,-3.0159349809,4.1108738642,5.342334252,0.9941,3.14,0.3,11.1,white
7.1,6.7,0.18,0.28,2.3223877203,-3.2441936329,3.36729583,4.7449321284,0.99469,3.11,0.45,10.9,white
5.9,7.2,0.52,0.07,0.3364722366,-2.6036901858,1.6094379124,2.9957322736,0.9973,3.32,0.81,9.6,red
7,5.6,0.28,0.4,1.8082887712,-3.3813947544,3.5835189385,4.7706846245,0.99144,3.21,0.43,12.1,white
6.3,6.1,0.31,0.26,0.7884573604,-2.9759296463,3.3322045102,5.1179938124,0.9926,3.37,0.47,10.4,white
5.9,5.3,0.31,0.38,2.3513752572,-3.4737680745,3.9702919136,4.9416424226,0.99321,3.34,0.46,11.7,white
5.2,6.7,0.24,0.33,2.5095992624,-3.0791138825,3.4339872045,4.9767337424,0.9983,3.36,0.4,9.5,white
3.1,4.2,0.215,0.23,1.6292405397,-3.1941832123,4.1588830834,5.0562458053,0.99688,3.42,0.44,8,white
5.4,7.5,0.61,0.26,0.6418538862,-2.6172958378,3.1780538303,4.4773368145,0.99612,3.3,0.53,9.8,red
5.8,7.9,0.31,0.32,0.6418538862,-2.718100537,2.6390573296,3.5835189385,0.99364,3.41,0.56,12.6,red
5.1,6.2,0.24,0.25,2.5257286443,-2.9004220937,3.8501476017,4.8978398,0.99758,3.3,0.51,9,white
6,6.7,0.21,0.34,0.3364722366,-3.0159349809,3.5835189385,4.7184988713,0.99091,3.02,0.5,11,white
7.5,6.5,0.15,0.44,2.533696814,-2.9565115604,4.1743872699,5.062595033,0.99688,3.26,0.7,10.3,white
6.6,5.6,0.18,0.58,0.2231435513,-3.3813947544,3.36729583,4.8598124044,0.98984,3.51,0.6,12,white
4.9,6.9,0.4,0.24,0.9162907319,-2.4889146712,3.4011973817,3.8066624898,0.9959,3.26,0.58,10,red
5.3,7.8,0.25,0.37,0,-3.1465551633,2.302585093,4.3820266347,0.99128,3.08,0.38,11.4,white
5.2,6.4,0.28,0.36,0.2623642645,-2.9374633654,3.3322045102,5.2257466737,0.99211,3.31,0.45,10.8,white
5.5,8,0.17,0.29,0.8754687374,-3.540459449,3.9512437186,4.7791234931,0.98944,3.03,0.33,12.9,white
5.2,10,0.35,0.45,0.9162907319,-2.3859667019,2.9957322736,4.4773368145,0.99918,3.15,0.43,9.4,red
6.2,7.9,0.4,0.29,0.5877866649,-1.8515094736,0,3.7841896339,0.9973,3.3,0.92,9.5,red
5.8,7.8,0.2,0.28,2.3223877203,-2.9187712324,4.3567088267,5.2257466737,0.997,3.14,0.46,10,white
3.5,5.8,0.26,0.3,0.955511445,-3.3813947544,4.3174881135,4.8598124044,0.9902,3.2,0.38,11.5,white
6.2,7.2,0.37,0.4,2.4510050981,-3.4420193762,3.5263605246,5.365976015,0.9963,3.1,0.51,9.8,white
7.2,7.3,0.4,0.26,1.6956156087,-4.1351665567,3.258096538,4.4998096703,0.98951,2.84,0.54,13.2,white
5.3,7.9,0.2,0.39,0,-3.1941832123,3.6109179126,5.0369526024,0.99093,3.08,0.43,11.9,white
4.7,8.2,0.61,0.45,1.6863989536,-3.5065578973,2.7080502011,4.7706846245,0.9954,3.14,0.34,9.6,white
5,8.4,0.59,0.29,0.955511445,-2.2164073968,3.4339872045,4.7791234931,0.99801,3.15,0.5,9.1,red
7.3,7.4,0.25,0.28,1.9810014689,-3.5755507688,2.6390573296,4.3567088267,0.99238,2.94,0.37,11.5,white
5.9,7.8,0.645,0,0.6931471806,-2.5010360317,2.0794415417,2.7725887222,0.9964,3.38,0.59,9.8,red
5.5,6,0.26,0.15,0.2623642645,-2.8134107168,3.9318256327,5.0369526024,0.99354,3.14,0.51,8.7,white
6.8,5.9,0.4,0.32,1.7917594692,-3.3813947544,3.9120230054,4.8441870865,0.992,3.51,0.58,12.5,white
5.7,12.8,0.84,0.63,0.8754687374,-2.4304184645,2.5649493575,3.5553480615,0.9997,3.1,0.6,10.4,red
5,7.9,0.345,0.51,2.7278528284,-3.0576076773,3.9889840466,5.1416635565,0.9987,3.09,0.51,9.1,white
7,7.4,0.18,0.42,0.7419373447,-3.3242363405,3.4965075615,5.2311086169,0.9938,3.4,0.41,10.6,white
5.7,6.9,0.19,0.35,2.6026896854,-3.2701691193,3.8918202981,4.7706846245,0.99546,3,0.63,10.7,white
5.8,7.1,0.6,0,0.5877866649,-2.6036901858,2.7725887222,3.5263605246,0.9972,3.47,0.7,9.9,red
5,5.5,0.24,0.32,2.1633230257,-2.8134107168,2.9444389792,4.6249728133,0.994,3.27,0.31,10.4,white
5.8,7.7,0.23,0.31,2.3702437415,-3.2701691193,4.0775374439,5.2257466737,0.9969,3.12,0.55,9.5,white
5.2,7.3,0.35,0.67,2.1162555148,-2.9374633654,2.302585093,4.605170186,0.9959,3.19,0.5,10.9,white
4.6,8.3,0.6,0.25,0.7884573604,-2.1370706545,2.1972245773,3.6375861597,0.99616,3.15,0.53,9.8,red
3.8,6,0.395,0,0.3364722366,-3.1700856607,1.9459101491,4.0073331852,0.99135,3.37,0.38,11.2,white
5.6,6.6,0.39,0.39,2.4765384001,-2.8647040111,3.9318256327,5.3981627015,0.99851,3.26,0.51,8.9,white
5.8,10.4,0.52,0.45,0.6931471806,-2.5257286443,1.7917594692,2.5649493575,0.99774,3.22,0.76,11.4,red
7.1,6.5,0.24,0.32,2.0281482473,-3.2701691193,3.8712010109,5.313205979,0.9958,3.45,0.54,9.7,white
4.5,6.9,0.39,0.22,1.4586150227,-3.5065578973,2.302585093,4.6249728133,0.993,3,0.87,11.6,white
5.2,6.2,0.25,0.44,2.76000994,-2.8647040111,3.6635616461,5.1179938124,0.99804,3.14,0.51,9.2,white
4.3,6.8,0.91,0.06,0.6931471806,-2.8134107168,1.3862943611,2.3978952728,0.99592,3.53,0.64,10.9,red
5.5,6.3,0.27,0.49,0.1823215568,-2.7646205526,3.5553480615,4.521788577,0.9911,3.38,0.42,12.2,white
6,8.7,0.34,0.46,2.6246685922,-2.9004220937,4.2195077052,5.2882670307,0.9988,3.36,0.37,9.5,white
6.1,10,0.56,0.24,0.7884573604,-2.5383074265,2.9444389792,4.0604430105,0.9991,3.18,0.56,10.1,red
6.1,6.7,0.31,0.18,2.0412203289,-3.1465551633,4.0430512678,5.2983173665,0.99566,3.17,0.44,9.4,white
5.7,5.7,0.22,0.22,2.8124102164,-3.1235656451,3.6635616461,4.7004803658,0.99855,3.24,0.48,9,white
7.3,7.2,0.37,0.32,0.6931471806,-2.7806208939,2.7080502011,3.3322045102,0.9947,3.23,0.73,11.3,red
7.8,6,0.25,0.28,0.7884573604,-3.649658741,3.9889840466,4.836281907,0.9898,3.43,0.65,12.9,white
6.5,6.7,0.3,0.5,2.4932054526,-3.1010927892,3.6375861597,4.8441870865,0.9974,3.04,0.53,8.9,white
7.3,5.8,0.31,0.32,1.5040773968,-3.7297014486,3.3322045102,4.5432947823,0.98906,3.25,0.52,13.7,white
5.7,5.7,0.33,0.32,0.3364722366,-3.1465551633,3.3322045102,4.5325994932,0.9897,3.31,0.5,12.3,white
6.8,6.5,0.28,0.34,1.5260563035,-2.9187712324,3.0910424534,4.8675344505,0.99193,3.2,0.46,12,white
4.9,7.4,0.24,0.29,2.3125354238,-2.9957322736,3.0445224377,4.6539603502,0.9962,3.13,0.35,9.5,white
7.3,7.6,0.735,0.02,0.9162907319,-2.6450754019,2.302585093,2.6390573296,0.99538,3.51,0.71,11.7,red
6.4,6.5,0.4,0.1,0.6931471806,-2.5770219387,3.4011973817,3.8501476017,0.99554,3.36,0.48,9.4,red
4.5,7.1,0.34,0.28,0.6931471806,-2.5010360317,3.4339872045,4.2195077052,0.99694,3.45,0.48,9.4,red
5.4,7.3,0.24,0.39,2.8875901149,-2.8647040111,3.8066624898,5.0039463059,0.9999,3.21,0.36,8.6,white
7.4,6.9,0.34,0.3,1.5475625087,-3.540459449,3.5263605246,4.9972122738,0.99165,3.36,0.49,12.3,white
5.5,6.7,0.24,0.36,2.1282317058,-3.1700856607,3.7376696183,4.8121843554,0.99473,3.34,0.52,10.9,white
6.8,7.3,0.42,0.38,1.9169226122,-3.1010927892,3.36729583,4.8040210447,0.9925,3.19,0.37,12.6,white
4.8,8,0.23,0.41,0.0953101798,-3.0365542681,3.5553480615,5.0106352941,0.99168,3.09,0.47,11.2,white
7.1,5.4,0.3,0.3,0.1823215568,-3.540459449,3.2188758249,4.5325994932,0.98742,3.31,0.4,13.6,white
5.6,6.2,0.3,0.26,2.595254707,-3.0791138825,4.0430512678,5.3278761688,0.99775,3.17,0.43,9.5,white
5.1,9.6,0.25,0.54,0.2623642645,-3.2188758249,2.7725887222,5.0751738152,0.9938,2.94,0.43,10.5,white
5.3,6.9,0.33,0.31,2.0412203289,-3.2188758249,3.36729583,4.9052747784,0.99226,3.11,0.57,12.3,white
5.6,9.6,0.29,0.46,0.3715635564,-3.2441936329,4.3502779364,5.4071717715,0.9944,2.92,0.46,9.5,white
6,6.3,0.2,0.26,0.4700036292,-3.611918413,3.5835189385,4.9487598904,0.99268,3.53,0.56,10.8,white
6,5.4,0.29,0.38,0.1823215568,-3.540459449,3.4339872045,4.8828019226,0.98895,3.28,0.36,12.4,white
5.3,7.7,0.96,0.2,0.6931471806,-3.0576076773,2.7080502011,4.0943445622,0.9955,3.36,0.44,10.9,red
8.2,7.8,0.29,0.36,1.9459101491,-3.1700856607,3.6375861597,5.081404365,0.9941,3.26,0.37,11.2,white
5.8,7.9,0.18,0.49,1.6486586256,-2.9759296463,3.5835189385,5.0562458053,0.9953,3.18,0.48,10.6,white
7,6.4,0.28,0.29,0.4700036292,-2.9565115604,3.5263605246,4.8441870865,0.9929,3.48,0.56,10.5,white
5.3,8.5,0.44,0.5,0.6418538862,-0.9969586349,2.7080502011,3.6375861597,0.99634,3.01,1.1,9.4,red
6.7,7.3,0.19,0.25,0.3364722366,-2.9759296463,3.7135720667,4.6728288345,0.99382,3.53,0.66,10.5,white
5.9,7.7,0.26,0.26,0.6931471806,-2.9565115604,2.9444389792,4.3438054219,0.9951,3.15,0.79,10.9,red
